ایستگاه,تاریخ,SO2 ppb
مسعودیه.منطقه15,1399/05/15,4
مسعودیه.منطقه15,1399/05/16,4
مسعودیه.منطقه15,1399/05/17,3
مسعودیه.منطقه15,1399/05/18,4
مسعودیه.منطقه15,1399/05/19,6
مسعودیه.منطقه15,1399/05/20,5
مسعودیه.منطقه15,1399/05/21,7
مسعودیه.منطقه15,1399/05/22,5
مسعودیه.منطقه15,1399/05/23,6
مسعودیه.منطقه15,1399/05/24,5
مسعودیه.منطقه15,1399/05/25,5
مسعودیه.منطقه15,1399/05/26,6
مسعودیه.منطقه15,1399/05/27,5
مسعودیه.منطقه15,1399/05/28,2
مسعودیه.منطقه15,1399/05/29,3
مسعودیه.منطقه15,1399/05/30,6
مسعودیه.منطقه15,1399/05/31,5
مسعودیه.منطقه15,1399/06/01,7
مسعودیه.منطقه15,1399/06/02,5
مسعودیه.منطقه15,1399/06/03,7
مسعودیه.منطقه15,1399/06/04,8
مسعودیه.منطقه15,1399/06/05,16
مسعودیه.منطقه15,1399/06/06,3
مسعودیه.منطقه15,1399/06/07,3
مسعودیه.منطقه15,1399/06/08,9
مسعودیه.منطقه15,1399/06/09,20
مسعودیه.منطقه15,1399/06/10,22
مسعودیه.منطقه15,1399/06/11,15
مسعودیه.منطقه15,1399/06/12,6
مسعودیه.منطقه15,1399/06/13,4
مسعودیه.منطقه15,1399/06/14,3
مسعودیه.منطقه15,1399/06/15,3
مسعودیه.منطقه15,1399/06/16,4
مسعودیه.منطقه15,1399/06/17,6
مسعودیه.منطقه15,1399/06/18,6
مسعودیه.منطقه15,1399/06/19,5
مسعودیه.منطقه15,1399/06/20,8
مسعودیه.منطقه15,1399/06/21,5
مسعودیه.منطقه15,1399/06/22,4
مسعودیه.منطقه15,1399/06/23,5
مسعودیه.منطقه15,1399/06/24,7
مسعودیه.منطقه15,1399/06/25,4
مسعودیه.منطقه15,1399/06/26,8
مسعودیه.منطقه15,1399/06/27,6
مسعودیه.منطقه15,1399/06/28,5
مسعودیه.منطقه15,1399/06/29,6
