ایستگاه,تاریخ,SO2 ppb
شهرداری.منطقه16,1399/08/10,6
شهرداری.منطقه16,1399/08/11,7
شهرداری.منطقه16,1399/08/12,4
شهرداری.منطقه16,1399/08/13,
شهرداری.منطقه16,1399/08/14,
شهرداری.منطقه16,1399/08/15,
شهرداری.منطقه16,1399/08/16,
شهرداری.منطقه16,1399/08/17,
شهرداری.منطقه16,1399/08/18,3
شهرداری.منطقه16,1399/08/19,
شهرداری.منطقه16,1399/08/20,3
شهرداری.منطقه16,1399/08/21,3
شهرداری.منطقه16,1399/08/22,4
شهرداری.منطقه16,1399/08/23,3
شهرداری.منطقه16,1399/08/24,4
شهرداری.منطقه16,1399/08/25,3
شهرداری.منطقه16,1399/08/26,
شهرداری.منطقه16,1399/08/27,
شهرداری.منطقه16,1399/08/28,
شهرداری.منطقه16,1399/08/29,
شهرداری.منطقه16,1399/08/30,
شهرداری.منطقه16,1399/09/01,
شهرداری.منطقه16,1399/09/02,
شهرداری.منطقه16,1399/09/03,
شهرداری.منطقه16,1399/09/04,
شهرداری.منطقه16,1399/09/05,
شهرداری.منطقه16,1399/09/06,
شهرداری.منطقه16,1399/09/07,
شهرداری.منطقه16,1399/09/08,
شهرداری.منطقه16,1399/09/09,
شهرداری.منطقه16,1399/09/10,
شهرداری.منطقه16,1399/09/11,
شهرداری.منطقه16,1399/09/12,
شهرداری.منطقه16,1399/09/13,
شهرداری.منطقه16,1399/09/14,
شهرداری.منطقه16,1399/09/15,
شهرداری.منطقه16,1399/09/16,
شهرداری.منطقه16,1399/09/17,
شهرداری.منطقه16,1399/09/18,
شهرداری.منطقه16,1399/09/19,
شهرداری.منطقه16,1399/09/20,
شهرداری.منطقه16,1399/09/21,
شهرداری.منطقه16,1399/09/22,
شهرداری.منطقه16,1399/09/23,
شهرداری.منطقه16,1399/09/24,
شهرداری.منطقه16,1399/09/25,
شهرداری.منطقه16,1399/09/26,
شهرداری.منطقه16,1399/09/27,
شهرداری.منطقه16,1399/09/28,
شهرداری.منطقه16,1399/09/29,
شهرداری.منطقه16,1399/09/30,
شهرداری.منطقه16,1399/10/01,
شهرداری.منطقه16,1399/10/02,
شهرداری.منطقه16,1399/10/03,
شهرداری.منطقه16,1399/10/04,
شهرداری.منطقه16,1399/10/05,
شهرداری.منطقه16,1399/10/06,
شهرداری.منطقه16,1399/10/07,
شهرداری.منطقه16,1399/10/08,
شهرداری.منطقه16,1399/10/09,
شهرداری.منطقه16,1399/10/10,
شهرداری.منطقه16,1399/10/11,
شهرداری.منطقه16,1399/10/12,
شهرداری.منطقه16,1399/10/13,
شهرداری.منطقه16,1399/10/14,
شهرداری.منطقه16,1399/10/15,
